Vnum	Name	Rank	Type	BattleType	Level	ScalePct	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	ResistBleeding	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive	Unknown
1155	??	KNIGHT	MONSTER	MELEE	55	100			30089	ICE,ATT_ICE	STUN,SLOW	0	0	0	83	41	62	21	128	157	7993	12	10	0	0	2000	63	90	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	ice_snow_man	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1156	???	KNIGHT	MONSTER	MELEE	56	100			30090	ICE,ATT_ICE	STUN,SLOW	0	0	0	84	63	42	21	101	188	8207	7	5	0	0	2000	65	80	100	100	2000	150	0	0	0	20	0	0	0	2	15	15	15	15	15	0	0	-30	0	0	0	1	ice_snow_giant_man	1.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1157	????	S_KNIGHT	MONSTER	MELEE	56	100			30050	ICE,ATT_ICE	STUN,SLOW	0	0	0	99	97	42	21	101	188	12823	7	10	0	0	2000	65	70	100	100	2000	150	0	0	0	20	0	0	0	2	40	40	40	40	40	0	0	-30	0	0	0	1	ice_snow_golem	2.0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171	??? ??	S_PAWN	MONSTER	MAGIC	62	100			30048	ICE,ATT_ICE		0	0	0	60	80	40	20	115	214	3682	3	7	0	0	920	70	80	100	100	2000	850	0	0	0	10	0	0	0	2	0	-5	0	5	5	-5	0	0	0	0	0	1	ice_snow_monster	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1172	??? ??????	S_PAWN	MONSTER	MELEE	63	100			30049	ICE,ATT_ICE		0	0	0	61	81	40	20	150	184	3784	3	7	0	0	935	71	90	100	100	2000	175	0	0	0	10	0	0	0	2	-5	0	-5	5	5	0	0	0	0	0	0	1	ice_snow_whale	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1173	??? ??	S_PAWN	MONSTER	MELEE	64	100			30088	ICE,ATT_ICE		0	0	0	61	81	41	20	118	220	3889	3	7	0	0	950	72	100	100	100	2000	175	0	0	0	15	0	0	0	2	5	-10	0	0	0	10	0	0	0	0	0	1	ice_snow_insect	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1174	??? ??	KNIGHT	MONSTER	MELEE	64	100			30014	ICE,ATT_ICE	STUN,SLOW	0	0	0	62	82	41	20	118	220	5186	6	12	0	0	1583	72	100	100	100	2000	175	0	0	0	15	0	0	0	2	0	-5	5	0	0	-5	0	0	0	0	0	1	ice_snow_dog	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1175	??? ??	KNIGHT	MONSTER	MELEE	65	100			30089	ICE,ATT_ICE	STUN,SLOW	0	0	0	83	41	62	21	154	188	5328	6	12	0	0	1608	73	80	100	100	2000	175	0	0	0	20	0	0	0	2	10	-15	-5	0	0	5	0	0	0	0	0	1	ice_snow_man	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1176	??? ???	KNIGHT	MONSTER	MELEE	66	100			30090	ICE,ATT_ICE	STUN,SLOW	0	0	0	84	63	42	21	121	226	5471	3	7	0	0	1632	75	70	100	100	2000	175	0	0	0	20	0	0	0	2	5	-5	0	0	0	-10	0	0	0	0	0	1	ice_snow_giant_man	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177	??? ????	S_KNIGHT	MONSTER	MELEE	66	100			30050	ICE,ATT_ICE	STUN,SLOW	0	0	0	99	97	42	21	121	226	8549	3	12	0	0	3265	75	60	100	100	2000	175	0	0	0	20	0	0	0	2	-5	-10	-5	0	0	20	0	0	0	0	0	1	ice_snow_golem	2.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1191	???	BOSS	MONSTER	MAGIC	74	100		AGGR,DEATHBLOW	0	ICE,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	0	0	65	43	86	22	164	253	130482	8	22	0	0	22480	79	100	120	100	2000	1000	0	100	0	50	0	0	0	2	40	40	30	30	30	40	40	-20	0	90	0	100	ice_snow_witch	2.0	1107	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1192	???	BOSS	MONSTER	MAGIC	89	100		AGGR,BERSERK,STONESKIN,DEATHBLOW	0	ICE,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	0	0	97	73	49	24	174	293	352410	6	16	0	0	324800	86	130	160	100	2000	1000	0	100	0	50	0	0	0	2	60	60	40	40	40	60	60	-20	0	40	0	100	ice_snow_witch	3.0	1137	30	6750207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1301	???	S_PAWN	MONSTER	MELEE	57	100			30060	ATT_WIND		0	0	0	80	60	40	18	89	166	3990	3	7	0	0	1099	65	100	110	100	2000	175	0	0	0	0	0	0	5	5	0	-5	0	0	0	-10	0	0	0	0	0	0	greenfrog_soldier	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1302	???	S_KNIGHT	MONSTER	MELEE	59	100			30061	ATT_WIND		0	0	0	75	58	40	19	92	170	8811	7	12	0	0	3792	67	100	100	100	2000	175	0	0	0	0	0	0	10	5	0	0	10	0	0	-15	0	0	0	0	0	0	greenfrog_general	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1303	???????	S_PAWN	MONSTER	MELEE	58	100			30040	ATT_WIND		0	0	0	96	60	50	19	116	142	4108	3	7	0	0	1118	66	70	100	100	2000	175	0	0	0	0	0	0	0	5	-5	-10	-5	0	0	20	0	0	0	0	0	0	goblin_leafhead	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1304	????	BOSS	MONSTER	MELEE	75	100		AGGR	0	ATT_WIND		0	0	0	99	80	56	24	113	210	178040	7	12	0	0	24080	84	90	100	100	2000	175	0	0	0	0	0	0	10	5	15	10	15	15	15	10	10	0	0	0	0	0	yellow_tigerman	2.0	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1305	?????	S_KNIGHT	MONSTER	MELEE	61	100			0	ATT_WIND		0	0	0	93	52	35	19	94	175	9324	3	12	0	0	3920	69	70	100	100	2000	175	0	0	0	0	0	0	0	5	0	10	-5	0	0	-20	0	0	0	0	0	0	sugu_general	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1306	?????	BOSS	MONSTER	MELEE	75	100		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	0	0	99	80	56	24	113	210	178040	15	10	0	0	24080	84	100	100	0	2000	150	0	0	0	0	0	0	10	10	40	35	40	40	40	40	35	0	0	60	0	0	yellow_tigerman	1.0	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1307	?????	KING	MONSTER	MELEE	97	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	0	0	122	91	61	30	150	278	2568600	30	20	0	0	356400	90	150	160	100	2000	350	0	20	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	20	yellow_tigerman	2.0	2414	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1308	.....	BOSS	MONSTER	MELEE	40	100		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	0	0	48	32	63	16	79	146	143232	10	10	0	0	24080	57	100	100	0	2000	150	0	20	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	20	yellow_tigerman	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1309	.....	BOSS	MONSTER	MELEE	65	100		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	0	0	77	38	57	19	93	173	255680	10	10	0	0	24080	84	100	100	0	2000	150	0	20	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	20	yellow_tigerman	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1310	.....	BOSS	MONSTER	MELEE	95	100		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	0	0	122	91	61	30	150	208	284864	10	10	0	0	24080	90	100	100	0	2000	150	0	20	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	20	yellow_tigerman	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1331	??? ???	S_PAWN	MONSTER	MELEE	57	100			30060	ATT_WIND		0	0	0	80	60	40	18	107	199	3192	3	7	0	0	769	65	100	110	100	2000	175	0	0	0	0	0	0	5	5	0	-5	0	0	0	-10	0	0	0	0	0	0	greenfrog_soldier	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1332	??? ???	S_KNIGHT	MONSTER	MELEE	59	100			30061	ATT_WIND		0	0	0	75	58	40	19	110	204	7049	7	12	0	0	2654	67	100	100	100	2000	175	0	0	0	0	0	0	10	5	0	0	10	0	0	-15	0	0	0	0	0	0	greenfrog_general	2.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1333	??? ???????	S_PAWN	MONSTER	MELEE	58	100			30040	ATT_WIND		0	0	0	96	60	50	19	139	170	3287	3	7	0	0	783	66	70	100	100	2000	175	0	0	0	0	0	0	0	5	-5	-10	-5	0	0	20	0	0	0	0	0	0	goblin_leafhead	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1334	??? ????	BOSS	MONSTER	MELEE	75	100		AGGR	0	ATT_ELEC		0	0	0	99	80	56	24	136	252	142432	7	12	0	0	16856	84	90	100	100	2000	175	0	0	0	0	0	0	10	5	15	10	15	15	15	10	10	0	0	0	0	0	yellow_tigerman	2.0	1305	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1335	??? ?????	S_KNIGHT	MONSTER	MELEE	61	100			0	ATT_WIND		0	0	0	93	52	35	19	113	210	7459	3	12	0	0	2744	69	70	100	100	2000	175	0	0	0	0	0	0	0	5	0	10	-5	0	0	-20	0	0	0	0	0	0	sugu_general	2.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1401	???	S_PAWN	MONSTER	MELEE	66	100			0	ATT_ELEC	POISON	0	0	0	84	42	63	21	137	167	72346	6	10	0	0	4301	81	155	130	100	2000	250	0	0	0	0	0	0	15	20	-5	-15	-5	5	5	5	0	0	0	15	0	0	mutant_1	3.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1402	?????	KNIGHT	MONSTER	MELEE	73	100		AGGR	0	ATT_ELEC	SLOW,CURSE	0	0	0	91	46	66	23	116	216	108134	10	7	0	0	8022	83	155	130	100	2000	250	0	0	0	0	0	0	15	20	10	0	10	15	15	0	0	0	0	20	0	0	mutant_2	3.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1403	?????	S_KNIGHT	MONSTER	MELEE	77	100		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	0	0	94	55	65	10	122	226	178080	14	10	0	0	17304	90	155	130	100	2000	250	0	0	0	0	0	0	15	20	10	10	10	20	20	0	0	0	0	25	0	0	mutant_3	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1501	??	S_PAWN	MONSTER	MELEE	69	100			0	ATT_EARTH		0	0	0	84	42	63	21	142	174	73997	6	5	0	0	4654	78	135	110	100	2000	300	0	0	0	0	0	0	15	20	15	10	15	15	15	20	0	0	0	15	0	0	golem_1	3.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1502	???	S_PAWN	MONSTER	MELEE	72	100		AGGR	0	ATT_EARTH		0	0	0	85	43	64	21	115	213	79738	6	5	0	0	4855	83	135	110	100	2000	300	0	0	0	0	0	0	15	20	15	10	15	15	15	20	0	0	0	20	0	0	golem_2	3.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1503	?????	KNIGHT	MONSTER	MELEE	76	100		AGGR	0	ATT_EARTH		0	0	0	92	42	65	10	120	224	111053	10	5	0	0	8540	87	135	110	100	2000	300	0	0	0	0	0	0	15	20	15	10	15	15	15	20	0	0	0	25	0	0	golem_3	3.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1601	????	PAWN	MONSTER	MELEE	68	100			0	ATT_ELEC	POISON	0	0	0	85	43	65	22	140	172	63024	6	10	0	0	3745	79	145	120	100	2000	300	0	0	0	0	0	0	15	20	-5	-15	-5	5	5	5	0	0	0	15	0	0	nersluck_1	2.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1602	?????	KNIGHT	MONSTER	MELEE	70	100		AGGR	0	ATT_ELEC	SLOW,CURSE	0	0	0	85	43	65	22	112	208	101222	10	7	0	0	7868	85	145	120	100	2000	300	0	0	0	0	0	0	15	20	10	0	10	15	15	0	0	0	0	20	0	0	nersluck_2	3.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1603	?????	KNIGHT	MONSTER	MELEE	75	100		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	0	0	85	43	65	22	119	221	111053	10	10	0	0	8232	88	145	120	100	2000	300	0	0	0	0	0	0	15	20	10	10	10	15	15	-5	0	0	0	25	0	0	nersluck_3	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1901	???	BOSS	MONSTER	MELEE	72	100		AGGR	0	ATT_ICE		0	0	0	91	68	46	23	109	203	166120	24	32	0	0	23120	81	100	100	100	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fox_ninetail	2.0	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1902	????	BOSS	MONSTER	MELEE	72	100		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	0	0	91	68	46	23	109	203	178040	15	10	0	0	23120	81	110	100	0	2000	150	0	0	0	0	0	0	10	10	40	35	40	40	40	40	35	0	0	60	0	0	fox_ninetail	1.0	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1903	????	KING	MONSTER	MELEE	97	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	0	0	122	91	61	30	150	278	2568600	30	20	0	0	356400	90	150	160	100	2000	350	0	20	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	20	fox_ninetail	2.0	2414	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1904	....	BOSS	MONSTER	MELEE	40	100		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	0	0	48	32	63	16	79	146	143232	10	10	0	0	24080	57	100	100	0	2000	150	0	20	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	20	fox_ninetail	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1905	....	BOSS	MONSTER	MELEE	65	100		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	0	0	77	38	57	19	93	173	255680	10	10	0	0	24080	84	100	100	0	2000	150	0	20	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	20	fox_ninetail	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1906	....	BOSS	MONSTER	MELEE	95	100		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	0	0	122	91	61	30	150	208	284864	10	10	0	0	24080	90	100	100	0	2000	150	0	20	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	20	fox_ninetail	2.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	????	PAWN	MONSTER	MELEE	43	100			30057	INSECT		0	0	0	28	41	55	14	89	109	1949	4	12	0	0	1211	50	100	100	50	2000	175	0	0	0	0	0	0	0	1	1	-5	1	0	0	-10	0	0	0	0	0	5	spider_young	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	???	PAWN	MONSTER	MELEE	45	100			30056	INSECT		0	0	0	47	57	29	14	82	123	2088	3	7	0	0	1267	52	90	100	50	2000	175	0	0	0	0	3	0	0	1	0	0	1	0	0	-10	0	0	0	0	0	5	spider_poison	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	?????	S_PAWN	MONSTER	MELEE	48	100			30025	INSECT		0	0	0	54	60	15	15	86	129	2769	9	17	0	0	1621	55	110	100	50	2000	175	0	0	0	0	3	1	0	1	-5	1	-5	0	0	-5	0	0	0	0	0	5	spider_redpoison	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	????	S_PAWN	MONSTER	MELEE	50	100			30058	INSECT		0	0	0	56	31	56	16	100	122	2954	3	7	0	0	1688	57	90	100	50	2000	175	0	0	0	0	0	0	0	1	10	0	1	0	1	-5	0	0	0	0	0	5	spider_nipper	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	????	S_PAWN	MONSTER	MELEE	52	100			30059	INSECT		0	0	0	71	33	39	16	104	127	3146	3	7	0	0	1756	59	80	120	50	2000	175	0	0	0	0	0	0	0	1	0	10	0	1	0	-15	0	0	0	0	0	5	spider_soldier	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2031	?????	KNIGHT	MONSTER	MELEE	50	100			0	INSECT		0	0	0	49	65	33	16	96	117	3457	9	12	0	0	2220	53	100	120	100	2000	175	0	0	0	0	5	0	5	0	0	0	2	0	0	-10	0	0	0	0	0	10	spider_young	1.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2032	????	KNIGHT	MONSTER	MELEE	52	100			0	INSECT		0	0	0	68	34	51	17	88	132	3692	9	12	0	0	2316	55	100	120	100	2000	175	0	0	0	0	5	0	5	0	0	1	0	0	0	-5	0	0	0	0	0	10	spider_poison	1.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2033	??????	S_KNIGHT	MONSTER	MELEE	54	100			0	INSECT		0	0	0	53	35	70	18	91	137	6155	4	12	0	0	4824	57	100	120	100	2000	175	0	0	0	0	5	1	5	0	1	0	2	0	0	-10	0	0	0	0	0	10	spider_redpoison	2.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2034	?????	S_KNIGHT	MONSTER	MELEE	56	100			0	INSECT		0	0	0	72	36	54	18	106	130	6553	9	17	0	0	5016	59	100	120	100	2000	175	0	0	0	0	3	0	5	0	0	1	0	0	0	-5	0	0	0	0	0	10	spider_nipper	2.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2035	?????	S_KNIGHT	MONSTER	MELEE	58	100			0	INSECT		0	0	0	56	75	37	19	109	134	6969	4	12	0	0	5208	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	2	0	1	0	0	-5	0	0	0	0	0	10	spider_soldier	2.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2036	??????	S_KNIGHT	MONSTER	MELEE	58	100		AGGR	0	INSECT		0	0	0	56	75	37	19	109	134	6969	19	27	0	0	5208	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	1	2	1	0	0	-20	0	0	0	0	0	10	spider_soldier	2.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2051	??? ????	PAWN	MONSTER	MELEE	43	100			30057	INSECT		0	0	0	28	41	55	14	107	131	1559	4	12	0	0	848	50	100	100	50	2000	175	0	0	0	0	0	0	0	1	1	-5	1	0	0	-10	0	0	0	0	0	5	spider_young	1.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2052	??? ???	PAWN	MONSTER	MELEE	45	100			30056	INSECT		0	0	0	47	57	29	14	98	148	1670	3	7	0	0	887	52	90	100	50	2000	175	0	0	0	0	3	0	0	1	0	0	1	0	0	-10	0	0	0	0	0	5	spider_poison	1.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2053	??? ?????	S_PAWN	MONSTER	MELEE	48	100			30025	INSECT		0	0	0	54	60	15	15	103	155	2215	9	17	0	0	1135	55	110	100	50	2000	175	0	0	0	0	3	1	0	1	-5	1	-5	0	0	-5	0	0	0	0	0	5	spider_redpoison	1.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2054	??? ????	S_PAWN	MONSTER	MELEE	50	100			30058	INSECT		0	0	0	56	31	56	16	120	146	2363	3	7	0	0	1182	57	90	100	50	2000	175	0	0	0	0	0	0	0	1	10	0	1	0	1	-5	0	0	0	0	0	5	spider_nipper	1.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2055	??? ????	S_PAWN	MONSTER	MELEE	52	100			30059	INSECT		0	0	0	71	33	39	16	125	152	2516	3	7	0	0	1229	59	80	120	50	2000	175	0	0	0	0	0	0	0	1	0	10	0	1	0	-15	0	0	0	0	0	5	spider_soldier	1.0	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2061	?????	PAWN	MONSTER	MELEE	60	100			0	INSECT		0	0	0	77	58	39	20	144	176	3771	12	10	0	0	4440	80	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	10	spider_young	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2062	????	S_PAWN	MONSTER	MELEE	62	100			0	INSECT		0	0	0	80	60	40	20	132	198	4028	7	10	0	0	4632	83	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	10	spider_poison	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2063	??????	KNIGHT	MONSTER	MELEE	64	100			0	INSECT		0	0	0	82	62	41	21	137	206	6714	12	15	0	0	9648	86	110	120	100	2000	150	0	0	0	0	5	1	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	10	spider_redpoison	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2064	?????	KNIGHT	MONSTER	MELEE	66	100			0	INSECT		0	0	0	84	63	42	21	159	195	7149	7	10	0	0	10032	89	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	10	spider_nipper	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2065	?????	S_KNIGHT	MONSTER	MELEE	68	100			0	INSECT		0	0	0	87	65	43	22	164	201	7602	20	25	0	0	10416	93	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	10	spider_soldier	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2071	»ç³ª¿î »õ³¢µ¶°Å¹Ì	KNIGHT	MONSTER	MELEE	60	100			0	INSECT		0	0	0	77	57	38	19	117	217	9063	10	10	0	0	4771	84	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	10	spider_young	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2072	»ç³ª¿î ¸Íµ¶°Å¹Ì	KNIGHT	MONSTER	MELEE	62	100			0	INSECT		0	0	0	79	59	39	19	120	223	9585	10	10	0	0	4929	86	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	10	spider_poison	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2073	»ç³ª¿î ºÓÀº¸Íµ¶°Å¹Ì	S_KNIGHT	MONSTER	MELEE	64	100			0	INSECT		0	0	0	82	61	41	20	128	239	13504	5	10	0	0	9829	108	110	120	100	2000	150	0	0	0	0	5	1	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	10	spider_redpoison	2.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2074	»ç³ª¿î Áý°Ôµ¶°Å¹Ì	S_KNIGHT	MONSTER	MELEE	66	100			0	INSECT		0	0	0	84	63	42	21	132	245	14248	10	15	0	0	10135	112	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	10	spider_nipper	2.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2075	»ç³ª¿î º´Á¤µ¶°Å¹Ì	S_KNIGHT	MONSTER	MELEE	68	100			0	INSECT		0	0	0	86	65	43	21	146	271	15020	5	10	0	0	10441	115	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	10	spider_soldier	2.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2076	»ç³ª¿î Áøº´Á¤µ¶°Å¹Ì	S_KNIGHT	MONSTER	MELEE	68	100		AGGR	0	INSECT		0	0	0	86	65	43	21	156	290	15020	20	25	0	0	10441	115	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	10	spider_soldier	2.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2091	¿©¿Õ°Å¹Ì	BOSS	MONSTER	MAGIC	60	100		AGGR	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	0	0	77	58	39	17	117	160	193408	10	10	0	0	19280	68	110	100	100	2000	150	0	10	0	0	25	0	20	20	40	35	40	40	40	40	35	0	0	60	0	10	spider_queen	2.0	2035	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2092	´ë¿Õ°Å¹Ì	KING	MONSTER	MELEE	75	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	0	0	122	91	61	30	150	278	2568600	30	20	0	0	356400	90	150	160	100	2000	350	0	10	0	0	25	10	30	30	40	35	40	40	40	40	35	0	0	60	0	10	spider_king	2.0	2076	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2093	Áø¿©¿Õ°Å¹Ì	KING	MONSTER	MELEE	97	100		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	0	0	122	91	61	30	150	278	2568600	30	20	0	0	356400	90	150	160	100	2000	350	0	20	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	20	spider_queen	2.0	2414	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
